,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited,Surname,CreditScore,Geography,Gender,Age,EstimatedSalary
2170,15662151,0.0,1,Yes,4,Yes,0,Gould,554,France,Male,40.0,168780.04
2171,15747174,190298.89,2,Yes,9,Yes,0,Hao,526,Germany,Male,58.0,191263.76
2172,15651585,117212.18,1,Yes,2,Yes,0,Power,661,Germany,Male,35.0,83052.03
2173,15649738,0.0,2,Yes,0,Yes,0,White,698,France,Female,46.0,125962.02
2174,15633108,139848.17,1,No,4,No,0,Thorpe,646,France,Male,26.0,164696.27
2175,15769254,101861.36,2,No,9,No,0,Tuan,757,Germany,Female,34.0,187011.96
2176,15704746,167455.66,2,Yes,2,Yes,0,Inman,699,Spain,Male,35.0,55324.49
2177,15637644,0.0,2,Yes,4,Yes,0,Hanson,667,France,Female,24.0,34335.55
2178,15609562,116360.07,1,No,1,No,0,MacDonald,774,Spain,Female,43.0,17004.14
2179,15787459,88466.82,1,No,3,No,0,Parkes,745,Spain,Male,40.0,116331.42
2180,15762902,0.0,2,Yes,7,Yes,0,Stanley,649,France,Female,42.0,22974.01
2181,15738605,123642.36,1,Yes,5,Yes,1,Fischer,634,Germany,Female,46.0,49725.16
2182,15724889,0.0,1,Yes,9,Yes,0,Chinweuba,665,Spain,Male,38.0,87412.74
2183,15730735,72286.84,2,Yes,9,Yes,0,Henning,713,France,Male,38.0,26136.89
2184,15689147,0.0,2,No,1,No,0,Ogochukwu,652,France,Female,40.0,126554.96
2185,15730397,109681.61,1,Yes,1,Yes,0,Narelle,739,Spain,Male,40.0,193321.3
2186,15762169,145018.64,2,No,9,No,1,Bergman,556,Germany,Male,37.0,90928.02
2187,15589320,0.0,1,Yes,8,Yes,0,Sagese,699,Spain,Male,34.0,76510.46
2188,15799211,187487.63,1,Yes,8,Yes,0,Anenechi,708,Spain,Female,32.0,120115.5
2189,15798310,165692.91,1,Yes,2,Yes,0,Palerma,480,France,Male,35.0,197984.58
2190,15609998,137648.41,1,No,5,No,1,Okwudilichukwu,700,Germany,Female,59.0,142977.05
2191,15583548,118560.0,1,No,6,No,1,Harrison,525,Spain,Female,47.0,82522.61
2192,15761763,164385.53,1,No,8,No,0,Jamieson,845,France,Male,33.0,150664.97
2193,15764409,108286.5,1,Yes,9,Yes,0,Goodman,613,France,Male,37.0,114153.44
2194,15710161,0.0,2,Yes,2,Yes,0,Ko,850,France,Female,34.0,171706.66
2195,15735246,0.0,2,No,9,No,1,Norman,798,Spain,Female,58.0,119071.56
2196,15791700,118079.47,4,Yes,2,Yes,1,Ugochukwutubelum,773,Germany,Male,47.0,143007.49
2197,15670753,127283.78,1,Yes,2,Yes,0,Uvarova,614,Spain,Male,35.0,31302.35
2198,15573876,0.0,2,No,8,No,0,Chia,473,Spain,Male,48.0,71139.8
2199,15770174,141389.06,1,No,6,No,0,Piazza,762,France,Male,29.0,54122.89
2200,15641114,130091.5,1,Yes,8,Yes,0,Power,701,France,Male,37.0,120031.29
2201,15682435,143744.77,2,No,4,No,0,P'eng,600,France,Male,35.0,104076.51
2202,15751788,97408.03,1,Yes,9,Yes,0,Johnson,850,Spain,Male,28.0,175853.64
2203,15672598,111927.45,1,Yes,9,Yes,0,Walker,613,Spain,Male,30.0,175795.87
2204,15762803,0.0,2,No,3,No,0,Innes,509,France,Male,31.0,15360.91
2205,15812982,0.0,1,No,2,No,0,Francis,509,Spain,Male,38.0,168460.12
2206,15597901,0.0,1,Yes,1,Yes,0,Chidozie,609,France,Male,34.0,181177.9
2207,15731507,188285.68,1,No,1,No,0,Mackenzie,456,France,Female,33.0,58363.94
2208,15809826,109705.52,1,No,2,No,1,Craigie,728,France,Female,46.0,20276.87
2209,15764237,0.0,2,No,9,No,0,Manfrin,663,Spain,Male,33.0,91514.62
2210,15769917,127122.79,3,Yes,1,Yes,0,Onyekachi,673,Germany,Female,34.0,76703.1
2211,15641850,98241.04,1,No,0,No,0,Pethard,717,France,Male,40.0,110887.14
2212,15770974,170840.08,2,No,8,No,0,Nwabugwu,741,Germany,Female,37.0,109843.16
2213,15803749,87541.06,2,Yes,4,Yes,1,DeRose,498,Germany,Female,41.0,12577.21
2214,15684999,62610.96,2,Yes,4,Yes,0,Ch'eng,850,France,Female,26.0,179365.1
2215,15770225,0.0,2,Yes,9,Yes,0,Padovesi,493,France,Male,36.0,65816.53
2216,15627484,113328.93,1,No,5,No,0,Obielumani,686,France,Female,47.0,124170.9
2217,15610337,104832.49,1,No,2,No,0,Stephens,666,Spain,Male,35.0,175015.12
2218,15752488,102289.85,1,Yes,9,Yes,0,Emery,733,Spain,Female,31.0,115441.66
2219,15610056,125227.82,2,Yes,6,Yes,0,Dufresne,631,Germany,Female,34.0,128247.03
2220,15806049,140510.89,1,No,5,No,0,Lee,714,Germany,Female,49.0,141914.94
2221,15736069,132253.22,1,No,6,No,1,Hsing,767,Germany,Female,35.0,115566.57
2222,15763662,39043.29,2,Yes,2,Yes,0,Longo,711,Germany,Male,43.0,175423.69
2223,15615575,0.0,2,Yes,8,Yes,0,Vial,722,France,Male,34.0,133447.49
2224,15691723,99685.06,1,No,9,No,0,Chukwudi,631,Spain,Male,55.0,114474.98
2225,15774098,125385.49,2,Yes,3,Yes,0,Grant,701,Germany,Male,38.0,52044.66
2226,15750808,131365.37,2,Yes,2,Yes,0,Ma,790,Spain,Male,46.0,180290.68
2227,15744368,98308.51,1,Yes,6,Yes,0,Sun,633,Spain,Male,58.0,132034.13
2228,15610594,0.0,2,No,8,No,0,Moss,644,France,Female,37.0,20968.88
2229,15756125,140856.16,2,No,5,No,0,Booth,757,Spain,Male,44.0,158735.1
2230,15623277,0.0,2,Yes,8,Yes,0,Ross,696,France,Female,30.0,196134.44
2231,15795954,172274.01,1,No,2,No,0,Ndukaku,746,France,Male,35.0,22374.97
2232,15671969,0.0,2,No,8,No,0,Pruneda,649,Spain,Male,36.0,161668.15
2233,15791268,122447.76,1,No,0,No,0,Neumann,565,Spain,Male,38.0,67339.34
2234,15713655,0.0,2,Yes,10,Yes,1,Calabrese,720,France,Female,38.0,56229.72
2235,15633930,157559.59,2,No,6,No,1,Yobachukwu,648,Spain,Female,56.0,140991.23
2236,15712849,126550.7,1,No,3,No,1,Tung,632,Germany,Male,41.0,177644.52
2237,15639077,158584.82,3,No,2,No,1,Marchesi,622,France,Female,30.0,142342.55
2238,15808784,163569.61,2,Yes,2,Yes,0,Hess,835,France,Male,28.0,154559.28
2239,15648577,0.0,1,Yes,3,Yes,1,Pickering,493,France,Female,31.0,176570.28
2240,15670345,127211.45,1,No,6,No,0,Mazzi,785,Germany,Female,33.0,191961.83
2241,15633112,118199.97,2,No,3,No,1,Madukaego,681,Germany,Male,42.0,9452.88
2242,15714397,101014.08,2,Yes,2,Yes,0,Trentino,621,Germany,Female,30.0,165257.31
2243,15780038,119208.85,1,No,6,No,1,Paterson,756,Spain,Male,38.0,169763.89
2244,15756305,0.0,2,Yes,6,Yes,0,Marchesi,515,France,Female,66.0,160663.11
2245,15578799,53772.73,1,Yes,10,Yes,1,Anayolisa,625,France,Female,58.0,192072.1
2246,15800326,0.0,2,No,6,No,0,Poole,717,Spain,Female,39.0,93275.61
2247,15785485,138878.81,1,Yes,2,Yes,0,Zhou,595,Germany,Female,41.0,112269.67
2248,15783958,130922.81,2,No,1,No,0,Bates,539,Spain,Female,37.0,2186.83
2249,15727546,0.0,2,Yes,9,Yes,0,Olejuru,762,France,Male,35.0,43075.7
2250,15739576,0.0,2,Yes,8,Yes,0,Bustard,706,Spain,Male,20.0,12368.11
2251,15631333,130866.19,1,No,8,No,0,Wade,677,Spain,Female,25.0,42410.21
2252,15604782,187257.94,1,Yes,7,Yes,0,Tan,733,Germany,Female,33.0,190430.81
2253,15589643,0.0,1,Yes,7,Yes,0,Ngozichukwuka,684,Spain,Female,41.0,138394.37
2254,15585533,147733.64,1,Yes,6,Yes,0,Calabrese,679,France,Male,36.0,172501.38
2255,15681506,0.0,2,Yes,1,Yes,0,Lane,478,Spain,Male,43.0,197916.43
2256,15630551,163139.27,1,Yes,2,Yes,0,Forbes,696,France,Male,33.0,7035.36
2257,15698349,0.0,2,Yes,4,Yes,0,Davy,686,Spain,Female,35.0,159676.55
2258,15776631,119540.15,1,Yes,5,Yes,0,Ma,466,France,Female,36.0,80603.99
2259,15762216,129553.76,2,No,4,No,0,Barrera,686,France,Female,41.0,187599.8
2260,15623927,0.0,2,Yes,9,Yes,0,Alexander,576,France,Male,55.0,94450.97
2261,15681402,66101.89,1,Yes,1,Yes,0,Ngozichukwuka,763,Germany,Female,61.0,143981.27
2262,15586264,140431.98,1,No,2,No,1,Murray,572,France,Male,43.0,26450.57
2263,15594685,0.0,2,No,2,No,0,Hall,757,France,Female,49.0,164482.92
2264,15812945,0.0,1,Yes,0,Yes,0,Padovesi,582,France,Female,29.0,84012.81
2265,15734628,0.0,2,No,5,No,0,Lysaght,623,France,Female,35.0,101192.08
2266,15629323,116471.43,2,No,4,No,1,Kelechi,617,Germany,Female,37.0,175324.74
2267,15666823,0.0,2,No,4,No,0,Nebechi,425,France,Male,39.0,197226.32
2268,15777553,123785.24,1,No,9,No,1,Hanson,659,France,Female,56.0,99504.03
2269,15613097,0.0,2,Yes,4,Yes,0,Kao,605,France,Female,33.0,83700.66
2270,15622217,88758.95,2,No,8,No,1,Tu,538,France,Female,38.0,28226.15
2271,15703588,153611.83,2,No,5,No,0,Palerma,665,Germany,Male,25.0,35321.65
2272,15570835,112044.72,1,Yes,4,Yes,1,Fallaci,491,Germany,Female,57.0,41229.73
2273,15679299,123826.07,1,Yes,7,Yes,0,Shen,726,Spain,Female,27.0,78970.58
2274,15808044,106804.26,3,No,9,No,1,Ts'ui,580,France,Female,65.0,107890.69
2275,15579208,0.0,2,Yes,6,Yes,0,Chikezie,550,France,Female,48.0,191870.28
2276,15684951,68892.77,2,No,2,No,1,He,542,France,Female,59.0,7905.06
2277,15667620,0.0,2,No,6,No,0,Dreyer,732,France,Female,43.0,65731.53
2278,15582960,125827.43,1,Yes,5,Yes,0,Short,473,France,Female,33.0,145698.73
2279,15590730,0.0,2,No,9,No,0,Hunt,745,Spain,Male,34.0,50046.25
2280,15763747,0.0,2,Yes,7,Yes,0,Ricci,732,France,Male,36.0,60830.24
2281,15778320,148495.64,1,No,5,No,0,Teng,848,Germany,Female,40.0,158853.98
2282,15642787,133043.66,1,No,1,No,0,Ijendu,572,France,Male,37.0,111243.09
2283,15624633,74989.58,1,Yes,9,Yes,0,Kibby,702,France,Male,45.0,171014.69
2284,15766765,60263.23,1,No,7,No,0,Obiuto,664,Germany,Male,39.0,170835.32
2285,15783615,129370.91,4,Yes,3,Yes,1,Ramos,630,Germany,Male,50.0,47775.34
2286,15640161,157955.83,2,No,5,No,0,Calabrese,618,Germany,Male,44.0,139297.71
2287,15619889,0.0,1,No,4,No,0,Vasin,556,France,Male,26.0,195167.38
2288,15579166,70729.17,1,Yes,7,Yes,0,Munro,619,France,Female,30.0,160948.87
2289,15789097,0.0,2,Yes,8,Yes,1,Keeley,644,France,Male,48.0,44965.54
2290,15674880,0.0,2,No,2,No,0,Archer,658,Spain,Male,50.0,52137.73
2291,15778157,90721.52,2,No,8,No,0,Murray,598,Spain,Male,27.0,109296.18
2292,15779064,0.0,2,Yes,2,Yes,0,Chidiegwu,677,France,Male,27.0,20092.89
2293,15801265,57784.22,1,No,0,No,1,Tang,689,Spain,Female,45.0,197804.0
2294,15589204,131765.72,1,No,9,No,0,Farrar,591,France,Male,33.0,118782.06
2295,15664543,0.0,1,Yes,7,Yes,1,Shaw,699,France,Male,40.0,152876.13
2296,15582714,110022.74,1,Yes,9,Yes,1,Napolitani,749,Germany,Male,47.0,135655.29
2297,15797595,131569.63,1,Yes,9,Yes,0,Greenhalgh,709,France,Female,40.0,103970.58
2298,15614034,164523.5,2,Yes,2,Yes,0,Martin,607,Germany,Male,61.0,35786.76
2299,15763171,114330.95,1,Yes,2,Yes,0,Hu,650,Germany,Female,25.0,25325.07
2300,15647266,135923.16,1,No,10,No,0,Y?an,651,Spain,Female,45.0,18732.84
2301,15757577,0.0,2,Yes,8,Yes,0,Odili,676,France,Female,61.0,118522.73
2302,15736656,0.0,2,Yes,4,Yes,0,H?,723,France,Female,49.0,89972.25
2303,15635078,124693.48,1,Yes,0,Yes,0,Chiemela,714,Spain,Male,45.0,187194.15
2304,15680141,147936.42,1,Yes,7,Yes,0,Yuan,759,Spain,Female,35.0,106785.7
2305,15576945,0.0,1,No,0,No,0,Clements,582,France,Male,29.0,142516.35
2306,15602034,126558.92,1,No,2,No,0,Kolesnikov,697,France,Female,34.0,73334.43
2307,15732020,106938.11,2,Yes,6,Yes,0,Rutherford,610,Germany,Male,57.0,186612.47
2308,15611029,140002.35,1,No,4,No,0,Hsiung,488,Germany,Female,33.0,123613.81
2309,15621210,123444.72,1,Yes,9,Yes,1,Angelo,599,Germany,Male,46.0,31368.08
2310,15569222,147107.91,1,Yes,6,Yes,0,Mendes,781,France,Male,32.0,40066.95
2311,15664639,128514.84,1,No,9,No,0,McGregor,645,France,Male,19.0,175969.19
2312,15724223,0.0,1,No,5,No,1,Bronner,545,France,Female,55.0,10034.77
2313,15644621,106756.01,2,No,9,No,0,Mironova,597,Germany,Female,40.0,151167.94
2314,15756056,0.0,2,No,3,No,0,Ku,561,Spain,Female,28.0,191387.76
2315,15700353,0.0,2,No,6,No,0,Evans,662,France,Female,37.0,51229.17
2316,15624388,155393.32,1,Yes,5,Yes,1,Henderson,649,Germany,Female,50.0,87351.42
2317,15627212,110414.48,1,Yes,2,Yes,0,Smith,630,France,Female,36.0,48984.95
2318,15648005,0.0,2,Yes,2,Yes,0,Russell,672,Spain,Male,33.0,182738.0
2319,15681446,157098.52,1,Yes,9,Yes,0,Sun,636,Germany,Female,37.0,153535.27
2320,15775888,85626.6,1,Yes,5,Yes,0,McDonald,593,Germany,Female,38.0,125079.65
2321,15749019,93796.42,2,Yes,6,Yes,0,Wong,545,Germany,Male,45.0,162321.26
2322,15709928,0.0,2,No,1,No,0,Niu,567,Spain,Female,41.0,3414.72
2323,15784676,125268.03,2,No,6,No,0,Fanucci,583,France,Male,51.0,165082.25
2324,15748116,148143.84,1,Yes,2,Yes,0,Zetticci,681,France,Female,29.0,52021.39
2325,15612193,115545.33,2,No,10,No,0,Hsia,762,Spain,Male,29.0,148256.43
2326,15762984,0.0,2,No,7,No,0,McIntosh,648,Spain,Male,35.0,122899.01
2327,15613713,44928.88,1,Yes,5,Yes,0,Kozlova,644,France,Male,30.0,10771.46
2328,15664204,0.0,2,Yes,2,Yes,0,Meany,706,Spain,Male,29.0,18255.51
2329,15639415,162442.35,1,No,3,No,0,Thompson,850,France,Male,35.0,183566.78
2330,15806332,0.0,2,Yes,5,Yes,0,Le Gallienne,484,Spain,Female,39.0,175224.12
2331,15614929,96213.82,2,No,0,No,0,Cheng,508,Germany,Male,28.0,147913.56
2332,15695492,156569.43,1,No,6,No,0,P'eng,439,France,Female,29.0,180598.66
2333,15635972,0.0,2,No,8,No,0,Lloyd,484,Spain,Male,36.0,186136.48
2334,15616380,0.0,2,No,1,No,0,Wheeler,803,Spain,Female,37.0,7455.2
2335,15581440,110463.25,2,Yes,6,Yes,1,Christie,724,Germany,Female,48.0,80552.11
2336,15654390,154575.76,1,No,7,No,1,He,640,France,Male,33.0,25722.28
2337,15660688,0.0,2,No,9,No,0,King,701,Spain,Female,35.0,170996.86
2338,15806307,0.0,2,Yes,3,Yes,0,Favors,537,France,Male,37.0,20603.32
2339,15647975,147037.32,1,No,5,No,0,Vida,651,Germany,Male,26.0,141763.26
2340,15595728,119276.31,1,No,0,No,1,Thomas,523,Germany,Male,41.0,122284.38
2341,15735388,108664.85,2,No,7,No,0,Wayn,717,France,Female,25.0,190011.85
2342,15788535,0.0,1,No,5,No,0,Tan,593,Spain,Male,44.0,128046.98
2343,15765902,163034.82,2,Yes,5,Yes,0,Gibson,706,Germany,Male,38.0,135662.17
2344,15642345,93059.34,1,No,4,No,1,Y?,714,Germany,Female,49.0,7571.51
2345,15641250,179581.31,1,No,9,No,0,Calabresi,794,Spain,Male,38.0,23596.24
2346,15706163,113625.93,1,No,4,No,1,Enyinnaya,518,Germany,Male,46.0,92727.42
2347,15746708,119961.48,1,No,7,No,1,Ritchie,589,Germany,Male,55.0,65156.83
2348,15775203,129209.48,1,No,3,No,0,Chia,824,France,Male,45.0,60151.77
2349,15787907,137227.04,3,No,5,No,1,Wang,719,Germany,Female,42.0,149097.38
2350,15646764,119024.75,2,No,3,No,1,Lorenzo,617,Germany,Female,58.0,35199.24
2351,15678284,74623.5,3,No,7,No,1,Pai,651,France,Male,35.0,129451.29
2352,15726791,157929.45,1,Yes,2,Yes,1,Nuttall,637,Spain,Female,45.0,145134.49
2353,15813144,92606.86,2,No,7,No,0,Osborne,554,France,Female,26.0,192709.69
2354,15669342,127862.93,2,No,2,No,0,Ferri,731,Germany,Male,35.0,139083.7
2355,15710366,0.0,1,Yes,1,Yes,1,Hamilton,569,Spain,Female,42.0,83629.6
2356,15614934,142711.81,1,No,4,No,0,McEwan,625,Germany,Female,37.0,35625.41
2357,15588701,0.0,2,No,4,No,0,Lai,592,France,Female,38.0,35338.96
2358,15665438,163159.85,1,Yes,1,Yes,0,Hs?,669,France,Male,43.0,15602.8
2359,15644896,108586.86,1,Yes,3,Yes,0,Thompson,663,Germany,Male,32.0,182355.21
2360,15670205,110624.99,1,No,5,No,0,Boyd,518,Germany,Female,41.0,89327.67
2361,15635776,154846.24,2,Yes,5,Yes,0,Trevisani,686,Germany,Female,43.0,151903.6
2362,15791053,122917.71,1,Yes,4,Yes,1,Lucciano,709,Germany,Male,45.0,11.58
2363,15644005,0.0,2,Yes,9,Yes,0,Holman,571,France,Female,33.0,77519.62
2364,15796343,82787.93,2,No,2,No,0,Bazhenov,707,France,Female,31.0,91423.69
2365,15751057,102500.34,1,No,5,No,0,Douglas,701,Germany,Male,32.0,106287.77
2366,15623430,0.0,2,No,9,No,0,Hill,672,France,Male,34.0,161800.77
2367,15682600,159492.79,1,No,9,No,1,Lo,620,Germany,Male,39.0,80582.34
2368,15769312,0.0,2,Yes,10,Yes,0,Forbes,557,Spain,Male,48.0,185094.48
2369,15708212,118241.02,1,No,7,No,1,Lin,648,Spain,Female,54.0,172586.89
2370,15650258,113090.4,1,No,2,No,0,Sinclair,479,France,Female,35.0,195649.79
2371,15604345,65763.57,1,Yes,9,Yes,0,Kemp,730,France,Female,22.0,145792.01
2372,15578297,125537.38,1,No,1,No,1,Ebelegbulam,737,Germany,Female,43.0,138510.01
2373,15671789,94263.91,2,No,3,No,0,Woods,616,France,Male,31.0,168895.06
2374,15726186,133434.57,2,No,4,No,0,Genovese,639,Spain,Male,29.0,97983.44
2375,15764618,0.0,1,Yes,6,Yes,0,Tseng,815,Spain,Female,39.0,85167.88
2376,15730738,0.0,2,Yes,9,Yes,0,Chiang,786,Spain,Male,31.0,18210.36
2377,15637650,94748.76,2,Yes,9,Yes,0,Williams,549,France,Male,50.0,13608.18
2378,15606267,98640.74,1,Yes,4,Yes,0,Wilson,622,France,Female,38.0,110457.99
2379,15625904,74681.9,2,No,9,No,0,Wang,624,France,Male,26.0,31231.35
2380,15654463,0.0,2,No,4,No,0,Moore,841,France,Male,34.0,141582.66
2381,15774151,179915.85,1,No,7,No,1,Iadanza,614,Spain,Female,41.0,14666.35
2382,15693259,128207.23,1,Yes,1,Yes,0,Wallace,676,France,Male,30.0,55400.17
2383,15642468,132739.26,2,No,9,No,0,Clark,697,France,Male,42.0,174667.65
2384,15758531,0.0,2,No,10,No,0,Y?,732,France,Female,40.0,154189.08
2385,15728352,120509.81,1,No,4,No,0,Yermakov,623,France,Male,27.0,142170.44
2386,15637240,124547.13,2,No,4,No,0,Wei,541,France,Male,46.0,94499.06
2387,15595588,0.0,2,Yes,4,Yes,0,Chukwunonso,773,Spain,Female,39.0,182081.45
2388,15778395,88815.56,2,No,4,No,1,McIntyre,762,Germany,Male,34.0,68562.26
2389,15711825,82231.51,2,No,1,No,0,Ts'ai,655,Spain,Female,35.0,88798.02
2390,15599251,184715.86,2,No,7,No,0,Chung,602,Germany,Male,32.0,113781.99
2391,15570004,0.0,2,No,3,No,0,Tsou,850,France,Male,31.0,121866.87
2392,15656912,0.0,1,Yes,4,Yes,0,Aitken,649,Spain,Male,51.0,150390.57
2393,15657342,147972.19,1,No,4,No,1,Dawson,850,Germany,Male,28.0,60708.72
2394,15716284,0.0,2,Yes,9,Yes,0,Ward,543,France,Male,43.0,78858.07
2395,15672374,170008.84,1,No,8,No,1,Pai,672,France,Male,52.0,56407.42
2396,15732476,0.0,2,Yes,3,Yes,0,Ifeanyichukwu,600,France,Female,27.0,125698.97
2397,15747724,0.0,1,No,10,No,0,Briggs,671,Spain,Female,34.0,23235.38
2398,15633877,95386.82,1,Yes,8,Yes,0,Morrison,706,Spain,Female,42.0,75732.25
2399,15672516,90373.28,2,No,7,No,0,Wall,541,Germany,Male,51.0,179861.79
2400,15607827,133467.77,2,Yes,4,Yes,0,Nebechukwu,711,Germany,Male,34.0,42976.64
2401,15751336,0.0,2,Yes,3,Yes,0,Yao,630,Spain,Male,30.0,10486.69
2402,15646539,96288.26,1,No,3,No,0,Liao,531,France,Male,31.0,56794.73
2403,15756901,91547.84,2,Yes,4,Yes,0,Ch'ang,641,France,Female,26.0,28157.34
2404,15809286,138292.64,2,No,8,No,1,Burke,631,Germany,Male,37.0,152422.91
2405,15759021,0.0,1,No,9,No,0,Kay,685,France,Male,35.0,167033.83
2406,15725039,71667.74,1,Yes,8,Yes,0,McIntyre,702,Spain,Male,32.0,126082.18
2407,15579130,118994.84,1,No,0,No,1,Chidiegwu,708,Germany,Female,43.0,181499.77
2408,15754112,0.0,2,Yes,7,Yes,0,Musgrove,653,Spain,Male,55.0,41967.03
2409,15735522,145610.07,2,No,2,No,0,Boulger,654,Germany,Male,37.0,186300.59
2410,15613326,138162.81,1,No,1,No,0,Gow,596,France,Female,33.0,85412.54
2411,15739502,135020.21,2,Yes,9,Yes,0,Amaechi,549,Germany,Female,31.0,23343.18
2412,15670914,0.0,2,No,2,No,0,Robe,754,France,Male,38.0,180698.32
2413,15604073,135161.67,1,Yes,8,Yes,0,Bibi,815,Germany,Female,25.0,136071.05
2414,15806027,0.0,1,No,9,No,1,Niu,556,France,Female,52.0,175149.2
2415,15574886,94486.47,1,Yes,6,Yes,0,Palerma,706,France,Male,32.0,146949.74
2416,15707120,117640.39,1,No,9,No,0,Cocci,850,France,Male,46.0,88920.68
2417,15800845,111379.55,1,Yes,8,Yes,0,Artemieva,732,Spain,Female,33.0,45098.62
2418,15603914,0.0,1,Yes,6,Yes,1,Arcuri,614,France,Male,40.0,20339.79
2419,15722765,136820.99,1,Yes,0,Yes,0,Owen,580,Spain,Female,57.0,108528.74
2420,15783305,98752.51,1,No,7,No,0,Franklin,593,France,Female,46.0,145560.38
2421,15574842,158266.42,3,Yes,2,Yes,0,Lorenzo,653,Germany,Female,25.0,199357.24
2422,15607837,105599.67,1,Yes,4,Yes,0,Muriel,746,France,Female,29.0,43106.17
2423,15714877,0.0,2,No,10,No,0,MacDevitt,662,France,Female,29.0,137508.31
2424,15782941,0.0,2,Yes,2,Yes,0,Chijindum,573,France,Male,31.0,91957.39
2425,15630167,139723.9,1,Yes,4,Yes,0,Gibson,684,Spain,Female,39.0,120612.11
2426,15759038,141806.46,1,No,3,No,0,Whitehead,793,France,Female,41.0,102921.17
2427,15661821,132571.67,1,Yes,5,Yes,1,Johnstone,798,Germany,Female,49.0,31686.33
2428,15728006,180516.9,1,No,2,No,0,Endrizzi,524,France,Male,40.0,180002.42
2429,15712176,0.0,2,Yes,8,Yes,0,Burke,816,France,Male,31.0,28407.4
2430,15689351,92805.72,1,Yes,4,Yes,1,Johnson,742,Germany,Female,41.0,73743.95
2431,15782247,0.0,3,Yes,4,Yes,1,Yeh,540,France,Male,22.0,186233.26
2432,15769064,135309.36,1,No,3,No,1,Marshall,537,Germany,Male,39.0,31728.86
2433,15718153,128917.84,1,Yes,6,Yes,0,Kao,759,Spain,Female,74.0,48244.64
2434,15613189,56580.93,1,No,2,No,1,Browne,774,France,Female,52.0,113266.28
2435,15661734,131390.75,2,No,8,No,0,Taylor,608,Germany,Male,42.0,71178.09
2436,15592645,0.0,2,No,4,No,0,Gibbons,704,Spain,Male,37.0,25684.93
2437,15768387,0.0,2,No,8,No,0,Nott,581,France,Male,41.0,29737.14
2438,15792525,97361.66,1,Yes,1,Yes,1,Lei,628,Germany,Female,61.0,149922.38
2439,15586976,0.0,1,No,6,No,1,Alexeeva,566,France,Female,42.0,180702.12
2440,15790659,0.0,2,Yes,7,Yes,0,Sheets,701,Spain,Male,59.0,27597.59
2441,15691446,0.0,2,Yes,10,Yes,0,Tokaryev,735,Spain,Male,29.0,95025.27
2442,15772632,0.0,2,No,1,No,0,Ts'ui,680,France,Female,34.0,167035.07
2443,15706587,0.0,2,Yes,0,Yes,0,Johnston,560,France,Male,57.0,116781.71
2444,15572461,102714.65,2,No,4,No,0,Kung,663,Germany,Female,29.0,21170.81
2445,15654409,67816.72,1,Yes,5,Yes,0,Unwin,665,France,Female,34.0,29641.58
2446,15568025,81710.46,1,Yes,8,Yes,0,Hsueh,758,France,Male,51.0,116520.07
2447,15715769,75237.54,1,Yes,2,Yes,0,Hao,621,France,Male,26.0,44220.4
2448,15667458,124023.18,1,No,10,No,0,L?,764,Germany,Male,28.0,166188.28
2449,15567980,100727.5,1,Yes,5,Yes,1,Frater,537,Germany,Female,46.0,140857.76
2450,15679294,107238.85,2,No,10,No,0,Brennan,589,France,Female,46.0,37024.28
2451,15606507,0.0,2,No,5,No,0,Pisani,555,France,Male,24.0,27513.47
2452,15578825,139994.66,1,No,0,No,0,Golubev,734,France,Female,29.0,17744.72
2453,15619935,126224.87,1,Yes,9,Yes,0,Vanmeter,783,Spain,Female,59.0,4423.63
2454,15636089,145751.03,1,No,1,No,1,Hs?,678,Germany,Female,51.0,109718.44
2455,15727490,0.0,1,Yes,5,Yes,1,Scott,661,France,Male,47.0,107243.31
2456,15591766,121166.89,1,Yes,4,Yes,0,Crawford,607,Spain,Female,25.0,115288.24
2457,15641629,0.0,2,Yes,1,Yes,0,P'eng,537,Spain,Female,38.0,41233.97
2458,15813303,0.0,2,Yes,10,Yes,0,Rearick,513,Spain,Male,88.0,52952.24
2459,15756920,70655.48,1,No,9,No,1,Genovesi,576,France,Male,63.0,78955.8
2460,15726403,129901.21,1,No,1,No,1,Glenny,660,Germany,Male,41.0,26025.6
2461,15592765,125470.81,1,Yes,8,Yes,0,Marks,637,France,Male,40.0,174536.17
2462,15704442,169406.33,4,Yes,9,Yes,1,Fleming,672,France,Female,53.0,147311.47
2463,15641136,0.0,2,Yes,2,Yes,0,Davison,629,France,Male,32.0,77965.44
2464,15725818,107041.3,1,Yes,4,Yes,0,Chibuzo,583,Germany,Male,40.0,5635.63
2465,15612071,95153.77,1,Yes,10,Yes,0,Wilson,763,Spain,Female,32.0,81310.1
2466,15719809,145166.09,2,No,3,No,0,Endrizzi,516,Germany,Male,32.0,111421.45
2467,15716518,0.0,2,No,4,No,0,Yuryeva,617,France,Female,27.0,190269.21
2468,15742210,65962.63,1,Yes,9,Yes,0,Ugochukwu,700,France,Male,38.0,100950.48
2469,15630617,140418.81,1,Yes,6,Yes,1,Lo Duca,727,Germany,Male,36.0,113033.73
2470,15720838,139799.63,1,Yes,3,Yes,0,Gallo,689,Spain,Female,31.0,120663.57
2471,15595537,171787.84,2,No,9,No,0,Trout,626,Germany,Male,49.0,187192.23
2472,15623196,149238.97,1,Yes,6,Yes,0,Morley,686,France,Male,38.0,97825.23
